Author,Comment,Likes,PublishedAt
@MiaKisur,me when valeria from fortnite’s voice actress is almost an entire decade older than hope’s actress,0,2024-09-19T06:09:45Z
@RobbyCoburn,Perez Christopher Gonzalez Edward Taylor Shirley,0,2024-09-19T06:00:48Z
@brittanyaca4909,Hi,0,2024-09-18T23:53:01Z
@OliviaBoos-t6p,The fact that  this was 6 years ago and this is Harry potter say ing &quot; oof&quot;,0,2024-09-18T22:48:43Z
@tarasturgis1940,😭 I love this kid for making good sounds but he just sounds so much like a child in the video and he doesn’t know how much he loves his sounds or the sound he uses in the videos he plays in it makes my brain explode like I can’t stop thinking of it but he just makes my brain go nuts for a second I love it and he is such an awesome person I can’t even begin with him I can’t stop listening he just has the best sound  I can imagine in this world I can’t even describe him without his sound  I can’t imagine what he does he’s just like so good at it and so good and I can’t even think about him I love you guys and I’m sorry for everything and I’m sorry I can’t imagine him being mean and so I love him and I’m so much love to see him so I love him and so good luck to him I can’t imagine how he does a little girl I can’t imagine what you do know I can’t imagine what you’re you’re the only person I can’t wait for him I can’t even think think think about him I I can’t wait for him to be a lot more I can’t imagine what he has no no I’m I’m sorry for the way that is the way that makes my head head to sleep and I’m so happy that he’s my love you have have fun with the boys I hope you’re doing good I hope you’re feeling good and you get better I hope you’re having fun with the kids are going through it I hope you’re not sick and I love your family I love your dad I love your family so very happy that you’re having fun I love your mom I hope you’re happy happy birthday I love your sister I love your heart I love your whole heart I love your mama heart I miss her so very heart I love your mama so very heart I hope you’re feeling good I hope you’re feeling much better and I’m sorry that I hope you’re having fun and I’m sorry for your dad and I’m I’m so happy that you’re doing good things will talk soon I hope you’re feeling good luck with the baby and I’m sorry for not feeling well and I’m glad you guys have fun with you both both both are we are we will see each other’s in my prayers prayers prayers for your family love and hugs to all of us love to to see each other’s love to see each other’s other’s other’s love love love love and and and and and so happy happy happy happy happy happy happy and so happy and happy and happy and and and and I I am happy happy happy birthday birthday birthday and and and and and and and and and and and and and and and and and all of of of of of our friends friends friends friends friends family and friends friends family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family and family family and family and family friends and friends and friends and friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends families friends friends friends and and and and and friends friends and friends and friends friends and families friends friends and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and I am am am am am am am a friend of of of the world I love and family family and family and family and family family and all the other family and I love to be with all the people I am blessed and I am so grateful to be with them I am blessed that they have been able and blessed and I hope you and I love and miss them very bad have a good day :),0,2024-09-18T22:18:32Z
@tarasturgis1940,😭 I love this kid for making good sounds but he just sounds so much like a child in the video and he doesn’t know how much he loves his sounds or the sound he uses in the videos he plays in it makes my brain explode like I can’t stop thinking of it but he just makes my brain go nuts for a second I love it and he is such an awesome person I can’t even begin with him I can’t stop listening he just has the best sound  I can imagine in this world I can’t even describe him without his sound  I can’t imagine what he does he’s just like so good at it and so good and I can’t even think about him I love you guys and I’m sorry for everything and I’m sorry I can’t imagine him being mean and so I love him and I’m so much love to see him so I love him and so good luck to him I can’t imagine how he does a little girl I can’t imagine what you do know I can’t imagine what you’re you’re the only person I can’t wait for him I can’t even think think think about him I I can’t wait for him to be a lot more I can’t imagine what he has no no I’m I’m sorry for the way that is the way that makes my head head to sleep and I’m so happy that he’s my love you have have fun with the boys I hope you’re doing good I hope you’re feeling good and you get better I hope you’re having fun with the kids are going through it I hope you’re not sick and I love your family I love your dad I love your family so very happy that you’re having fun I love your mom I hope you’re happy happy birthday I love your sister I love your heart I love your whole heart I love your mama heart I miss her so very heart I love your mama so very heart I hope you’re feeling good I hope you’re feeling much better and I’m sorry that I hope you’re having fun and I’m sorry for your dad and I’m I’m so happy that you’re doing good things will talk soon I hope you’re feeling good luck with the baby and I’m sorry for not feeling well and I’m glad you guys have fun with you both both both are we are we will see each other’s in my prayers prayers prayers for your family love and hugs to all of us love to to see each other’s love to see each other’s other’s other’s love love love love and and and and and so happy happy happy happy happy happy happy and so happy and happy and happy and and and and I I am happy happy happy birthday birthday birthday and and and and and and and and and and and and and and and and and all of of of of of our friends friends friends friends friends family and friends friends family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family family and family family and family and family friends and friends and friends and friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends friends families friends friends friends and and and and and friends friends and friends and friends friends and families friends friends and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and and I am am am am am am am a friend of of of the world I love and family family and family and family and family family and all the other family and I love to be with all the people I am blessed and I am so grateful to be with them I am blessed that they have been able and blessed and I hope you and I love and miss them very bad have a good day :),0,2024-09-18T22:18:20Z
@Sclydee,the off sound is actually come from the shiny entertanment,0,2024-09-18T19:05:32Z
@DodongDing-m4u,Thats not the original,0,2024-09-18T10:05:28Z
@PhoneOfTheKids,Who is watching this in 2024,0,2024-09-18T05:55:16Z
@JacksonBandons-e5f,Wilson Robert Miller Jeffrey Martin Brenda,0,2024-09-17T23:27:04Z
@SAVEROBLOXTürkiye,uhhhhhmmm...,1,2024-09-17T16:23:43Z
@Kenida_Akira,Who else is in September?,0,2024-09-17T12:11:20Z
@Robloxforlife60,Bro the roblox death sound be like &quot;yamete kudasai ahh&quot;🍌🍑💀,0,2024-09-17T10:51:42Z
@TheOfficialNword,2024?,0,2024-09-16T22:58:18Z
@big69butbigger,not origin<br>roblox oof sounds comes from a movie i forgot what movie but def from one,1,2024-09-16T19:25:32Z
@Bvnni_24,2024?👇,3,2024-09-16T11:01:33Z
@pioelgrand6299,False,1,2024-09-16T04:47:03Z
@i..s..r...a.....a,Wow seeing this in 2024 feels that it&#39;s getting old😢<br>Who played Roblox in this oof sound👇,3,2024-09-15T22:59:51Z
@Zoe_the_softball_player,The old roblox sound 😢R.I.P ❤,1,2024-09-15T19:22:45Z
@YeshuaThomas,Sounds old Roblox dead sound,0,2024-09-15T16:52:02Z
@riskyagusafrian4556,anj gini aja banyak yg nnton,1,2024-09-15T13:50:28Z
@Josh_tsbg,no it was designed by a different game or series or smth a angel or a kid fell in that game/series/movie and it made that sound that kid didn&#39;t create it,0,2024-09-15T11:52:33Z
@Jordrele2,Oof said noob,1,2024-09-15T09:51:53Z
@user-yp2ef5ef9l,Robinson Angela Rodriguez Margaret Rodriguez Kenneth,0,2024-09-15T06:24:09Z
@EthelWest-f4o,Gonzalez Charles Miller David Jones John,0,2024-09-15T04:53:18Z
@Tej-b7b,Because this video I stopped playing Fortnite and now I play Roblox.,0,2024-09-15T04:10:26Z
@OriginalSniperLol,i miss this sound 😔,0,2024-09-14T18:16:33Z
@Mubarak-e4s,I can do that,0,2024-09-14T17:13:22Z
@Tomachidoforlife,This ain&#39;t the original it&#39;s stolen from a game so it got copy righted by the owner,1,2024-09-14T13:29:12Z
@UthmanAffan-g3l,RIP oof sound 1999 = 2000,2,2024-09-14T09:07:54Z
@dalegitAAA,harry potter???????,1,2024-09-14T06:22:19Z
@frostguyvrgt,Little does this kid know that he created a masterpiece😂,1,2024-09-13T21:03:23Z
@JosecCorrales,Wow😂😂😂😂😂😊,1,2024-09-13T19:53:18Z
@RonaldoCC742,Para la historia actual,0,2024-09-13T19:16:42Z
@MM_7OL,Ooh❤,1,2024-09-13T18:37:23Z
@SKYWORXPRODUCTIONS,<b>oof.</b>,0,2024-09-13T17:32:02Z
@skinskinner,fake,0,2024-09-13T12:27:50Z
@1tsuka_shido,the legend,1,2024-09-13T07:51:55Z
@YourBoiMonty,I’m just wondering how many people believe this,0,2024-09-13T06:27:27Z
@AlexaS-om8lg,THIS IS IN CHERNOBYL 💀💀💀💀💀💀💀💀,0,2024-09-13T05:27:40Z
@Kroygamertv,Roblox can just use this,1,2024-09-13T03:29:57Z
@BenjaminVang-e1g,Rip oof sound 😢😢😢❤❤,0,2024-09-13T01:24:14Z
@pixiegamez4876,Mom: go play with the neighborhood kids <br><br>The neighborhood kids:,0,2024-09-13T00:02:40Z
@TITANTVMAN0_O777,Fake,0,2024-09-12T23:11:50Z
@Moongmg8,Dang guys its been 6 years,0,2024-09-12T21:26:48Z
@wolfy-qq3rq,Is that Harry Potter?,0,2024-09-12T19:40:17Z
@Kurdxhell-1,Hello 2024.❤😂,0,2024-09-12T19:07:35Z
@pine_app-r1y,Great,0,2024-09-12T12:52:26Z
@Abdul_hadi6m,+99 miss calls from hogwarts,0,2024-09-12T12:33:38Z
@Golf_ball2763,This was in chernobyl 💀,0,2024-09-12T08:55:46Z
@YourLocalfreak-i8t,I miss this sound 😢,0,2024-09-12T04:23:01Z
@AbelCarlos-f3e,Bro looks like harry potter,1,2024-09-12T00:01:26Z
@stankek,First liked video ig,0,2024-09-11T20:51:00Z
@LilyHeloise-c6f,Harris Carol Taylor James Williams Charles,0,2024-09-11T16:38:17Z
@CasuallyCold,"I remember I had this ability, it was so convincing that my friends thought I was the actual origin of the sound but sadly I lost that ability as I got older.",1,2024-09-11T11:43:28Z
@ExoticIsaac5839,Remember what they stole from us…,2,2024-09-10T05:24:51Z
@Isisbienias,"<a href=""https://www.youtube.com/watch?v=YTC75cKzuNk&amp;t=2"">0:02</a>",0,2024-09-10T05:11:29Z
@Jinnie32524,Now the death noise is just “ẽħħf”,0,2024-09-10T02:48:03Z
@user-xs8dk3uu4v,and this is how roblox started..,1,2024-09-10T01:12:30Z
@Kai_Flicker,That’s literally the perfect impression of the old “oof” sound 😂😂,2,2024-09-09T17:18:53Z
@someonemonke,Incorrect,0,2024-09-09T15:13:01Z
@FastyonYT,Again.,0,2024-09-09T12:10:13Z
@FastyonYT,The comments😭,0,2024-09-09T12:09:19Z
@RestExalted,aint the origin,0,2024-09-09T09:17:21Z
@WeRGamerz80,"<a href=""https://www.youtube.com/watch?v=YTC75cKzuNk&amp;t=10"">0:10</a> We all miss that iconic sound",2,2024-09-09T08:03:45Z
@Dailydoseoftrashfrfr,It’s not even that good no offense,0,2024-09-08T21:23:14Z
@wils6843,"<a href=""https://www.youtube.com/watch?v=YTC75cKzuNk&amp;t=2"">0:02</a>",0,2024-09-08T20:04:45Z
@YassineBelaiba,Yoo,0,2024-09-08T17:33:28Z
@mattearlstephenjr890,This Kid Is A Legend Back In 2019,0,2024-09-08T09:59:14Z
@Mjalpha1234,Oof,0,2024-09-08T02:22:21Z
@itsssCatnap,I will miss you oof noise 😢,1,2024-09-07T20:24:16Z
@higuysimboring,"fun fact: when you search up vanceface46, this is the only video you get!",0,2024-09-07T20:21:39Z
@AtlegangMoeketsiFootball,He never knew that the thing he said would go viral 😅,0,2024-09-07T20:20:09Z
@JipHD,yeeeeeeeeeeeeeeeeees,0,2024-09-07T13:49:30Z
@dememorales8296,UNFORTUNATELY UM THE OFF SOUND IS A STOLEN SOUND🤓👆,0,2024-09-07T05:11:47Z
@HollywoodclipsUS,i swear the most random ass things get like 10s of million of views,2,2024-09-06T23:59:02Z
@HiheMENT,"No, the original is from a game, I forgot the name",0,2024-09-06T20:45:21Z
@BaddieFvfvfcv,Bro I remember,0,2024-09-05T15:08:40Z
@mouniyash9704,No it’s from a game called messiah😂,2,2024-09-05T13:47:17Z
@AllInOneAbdullah,it means that sussy sound made by this kid,2,2024-09-05T04:14:21Z
@BryceDillon-p3o,Effertz Harbor,0,2024-09-05T04:01:23Z
@JonahLynn,Everyone sub and let’s see how many subs they can get,0,2024-09-05T02:50:21Z
@EthanPersaud-123go,Old years ago,1,2024-09-05T00:14:28Z
@Nic_21eeYT,True!,1,2024-09-04T08:24:57Z
@vix1ny,we will miss the old oof sound,3,2024-09-03T22:10:03Z
@technogamechanneL1995,OOF,1,2024-09-03T19:19:00Z
@iamstarsailor,"<a href=""https://www.youtube.com/watch?v=YTC75cKzuNk&amp;t=2"">0:02</a> <b>o o f</b>",0,2024-09-03T14:10:03Z
@이세민-u2u,anyone in 2024????,0,2024-09-03T12:38:20Z
@mr.eggValorant,Anyone still watching this at 2024 😂,1,2024-09-03T01:51:35Z
@madelinecifuentes6518,Lol,0,2024-09-03T01:05:32Z
@Lisi-yn7gf,Who’s here after they took the oof down😢<br>👇🏻,2,2024-09-02T23:59:32Z
@c1ao_025,guys I want the oof sound back pls Roblox who here in 2024<br>👇🏻,0,2024-09-02T19:20:00Z
@itskxtvkat,I miss the old oof sound 😢😊,0,2024-09-02T00:34:14Z
@MonkeyStudios-r7l,its not where it came from,0,2024-09-02T00:01:15Z
@IdontknowAname-fi8lf,That one video we saw in 2018,0,2024-09-01T22:44:39Z
@giraudmc558,Who wathing 2024 ❤,1,2024-09-01T18:59:55Z
@reversed-154,BRING OOF SOUND BACK,0,2024-09-01T08:45:55Z
@LigmaCarrier,🥹,0,2024-08-31T23:49:42Z
@dark_legends6500,Sound🗿,0,2024-08-31T19:39:06Z
@marleybrenner8807,Harry: OFFF<br>Guy: YOUR A WIZARD HARRY,0,2024-08-31T19:17:40Z
@RonaldoMaldonado-p9o,RIP sound,0,2024-08-31T11:33:13Z
@taminxaaalt,Bro tell me why he looks like Harry Potter💀💀,0,2024-08-31T08:34:36Z
@RayyanAdnan-y1z,I miss old oof sound☹️,0,2024-08-31T02:22:52Z
@RayyanAdnan-y1z,I miss old oof sound☹️,0,2024-08-31T02:22:51Z
@logan-y3p,THIS SHIT WAS FILMED IN CHERNOBYL,0,2024-08-30T20:32:15Z
@Cosmic3829-p,Say ‘oof’ if your not safe and that man is holding you at gunpoint.,1,2024-08-30T12:33:54Z
@MrzRoblox,Lol,0,2024-08-30T08:30:36Z
@siobhananderson-ej1hl,Whose here after  the new death sound <br>👇,2,2024-08-30T07:21:16Z
@EwanMacTavish,No,0,2024-08-29T22:27:38Z
@kylemad17,Teenager:Oof,1,2024-08-29T21:41:46Z
@AnonBlocks_Yas,Bro is the son of roblox,0,2024-08-29T18:43:14Z
@Foffelol_OFFICAL,Poor kid,2,2024-08-29T18:42:27Z
@randomcommenter-p5q,(ﾉД`),0,2024-08-29T12:55:01Z
@JG-Edits-rblx,i love it when he says “oof”,1,2024-08-28T22:53:17Z
@deeceevisuals,Idk why. But i come back to video at least twice a year 😂,0,2024-08-28T22:40:15Z
@Procurandoumadough-d3l,that &quot;again&quot; was never heard again 😕,0,2024-08-28T21:56:32Z
@nelsonvladi5533,Bro why did that “AGAIN” sounded to me like CJ in San andreas?💀,0,2024-08-28T19:26:41Z
@trungnguyenbang6108,Who in 2024 its god,1,2024-08-28T07:57:02Z
@RealTristPlayz,This kid is so powerful he shows up after 6 years to oof us,0,2024-08-28T01:09:34Z
@edgaradriansaucedoguzman7450,"I&#39;ve been looking for this for a long time now. Every YouTube and TikToker uses it, especially the cringe Mexican channels",0,2024-08-27T19:02:24Z
@AscensoresSevilla,Chernóbil,0,2024-08-27T18:25:38Z
@AnnMorris-z9d,Jones Angela Lee Brenda Martinez Shirley,1,2024-08-27T13:22:31Z
@kandigamer6468,I miss the old Roblox because of this 😢 team old oof sound 👇,3,2024-08-27T09:56:03Z
@billcipher391,messiah: you imcibles,0,2024-08-26T19:00:05Z
@GIR-taco,It’s from the movie “Messiah” This is not the original,0,2024-08-26T08:09:23Z
@DaliaElarabi-bj5ul,"Erm, actually, the Roblox “oof” sound came from a child’s cartoon, Roblox was then sued for copyright infringement and had to change it to “EAUGHH” 🤓",1,2024-08-26T06:35:31Z
@parakeetgaming5105,Hold up wait a minute... THATS THE NEIGHBORHOOD I LIVE IN WHA!!!!!,1,2024-08-26T05:28:51Z
@user-GuyMan,I wish,1,2024-08-26T03:43:04Z
@SihyunLee16,I forgive you for lying,0,2024-08-26T02:56:34Z
@Robloxboy_playz,The power of OOF💀💀💀,0,2024-08-25T23:12:27Z
